pin,slack
SpiMasterPorts_4/Sck_i_RNIJHBB1_0:A,6679
SpiMasterPorts_4/Sck_i_RNIJHBB1_0:B,6636
SpiMasterPorts_4/Sck_i_RNIJHBB1_0:C,6463
SpiMasterPorts_4/Sck_i_RNIJHBB1_0:D,6434
SpiMasterPorts_4/Sck_i_RNIJHBB1_0:Y,6434
SpiMasterPorts_0/XferComplete_i_4_iv_i:A,7708
SpiMasterPorts_0/XferComplete_i_4_iv_i:B,5285
SpiMasterPorts_0/XferComplete_i_4_iv_i:C,4533
SpiMasterPorts_0/XferComplete_i_4_iv_i:Y,4533
CoreUARTapb_C0_0/CoreUARTapb_C0_0/un1_CUARTl1OI23_0_0_RNITO221:A,5265
CoreUARTapb_C0_0/CoreUARTapb_C0_0/un1_CUARTl1OI23_0_0_RNITO221:B,4401
CoreUARTapb_C0_0/CoreUARTapb_C0_0/un1_CUARTl1OI23_0_0_RNITO221:C,7537
CoreUARTapb_C0_0/CoreUARTapb_C0_0/un1_CUARTl1OI23_0_0_RNITO221:D,6125
CoreUARTapb_C0_0/CoreUARTapb_C0_0/un1_CUARTl1OI23_0_0_RNITO221:Y,4401
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_165:IPA,
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_165:IPB,
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_93:IPA,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTllll.CUARTl1Il_4:A,5515
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTllll.CUARTl1Il_4:B,7696
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTllll.CUARTl1Il_4:C,6668
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTllll.CUARTl1Il_4:Y,5515
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_119:IPB,
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_125:IPA,
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_125:IPB,
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_23:IPB,
SpiMasterPorts_6/DataFromMiso_7_21_0_a2:A,7470
SpiMasterPorts_6/DataFromMiso_7_21_0_a2:B,7459
SpiMasterPorts_6/DataFromMiso_7_21_0_a2:C,4114
SpiMasterPorts_6/DataFromMiso_7_21_0_a2:D,6468
SpiMasterPorts_6/DataFromMiso_7_21_0_a2:Y,4114
SpiMasterPorts_5/DataFromMiso_1[20]:ALn,5390
SpiMasterPorts_5/DataFromMiso_1[20]:CLK,6833
SpiMasterPorts_5/DataFromMiso_1[20]:D,5668
SpiMasterPorts_5/DataFromMiso_1[20]:EN,6229
SpiMasterPorts_5/DataFromMiso_1[20]:Q,6833
SpiMasterPorts_2/Mosi_i_4_18_i_m2_2_wmux_0:A,2883
SpiMasterPorts_2/Mosi_i_4_18_i_m2_2_wmux_0:B,3913
SpiMasterPorts_2/Mosi_i_4_18_i_m2_2_wmux_0:C,4055
SpiMasterPorts_2/Mosi_i_4_18_i_m2_2_wmux_0:D,3818
SpiMasterPorts_2/Mosi_i_4_18_i_m2_2_wmux_0:FCI,
SpiMasterPorts_2/Mosi_i_4_18_i_m2_2_wmux_0:FCO,
SpiMasterPorts_2/Mosi_i_4_18_i_m2_2_wmux_0:Y,2883
test_obuf[5]/U0/U_IOPAD:D,
test_obuf[5]/U0/U_IOPAD:E,
test_obuf[5]/U0/U_IOPAD:PAD,
SpiMasterPorts_3/DataFromMiso_7_0_0_a2:A,7450
SpiMasterPorts_3/DataFromMiso_7_0_0_a2:B,7417
SpiMasterPorts_3/DataFromMiso_7_0_0_a2:C,4140
SpiMasterPorts_3/DataFromMiso_7_0_0_a2:D,6468
SpiMasterPorts_3/DataFromMiso_7_0_0_a2:Y,4140
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_130:IPB,
SpiMasterPorts_3/DataFromMiso_7_4_1_a2_0:A,6565
SpiMasterPorts_3/DataFromMiso_7_4_1_a2_0:B,6494
SpiMasterPorts_3/DataFromMiso_7_4_1_a2_0:Y,6494
IO_OUTPUTS_inst_0/IO_INPUTS_0/U0_3/U0/U_IOENFF:A,
IO_OUTPUTS_inst_0/IO_INPUTS_0/U0_3/U0/U_IOENFF:Y,
SpiMasterPorts_7/DataFromMiso_1_ldmx[12]:A,6536
SpiMasterPorts_7/DataFromMiso_1_ldmx[12]:B,5646
SpiMasterPorts_7/DataFromMiso_1_ldmx[12]:C,
SpiMasterPorts_7/DataFromMiso_1_ldmx[12]:D,7540
SpiMasterPorts_7/DataFromMiso_1_ldmx[12]:Y,5646
SpiMasterPorts_0/un1_rst_1:A,7641
SpiMasterPorts_0/un1_rst_1:B,6112
SpiMasterPorts_0/un1_rst_1:Y,6112
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[1]:CLK,5314
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[1]:D,5063
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[1]:Q,5314
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_164:A,
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_164:B,
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_164:IPA,
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_164:IPB,
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/Ux2FPGA_sb_0_AMBA_SLAVE_0_1_PREADY_i_m:A,4678
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/Ux2FPGA_sb_0_AMBA_SLAVE_0_1_PREADY_i_m:B,5774
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/Ux2FPGA_sb_0_AMBA_SLAVE_0_1_PREADY_i_m:C,3598
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/Ux2FPGA_sb_0_AMBA_SLAVE_0_1_PREADY_i_m:D,3525
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/Ux2FPGA_sb_0_AMBA_SLAVE_0_1_PREADY_i_m:Y,3525
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO1I[5]:CLK,8660
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO1I[5]:D,7417
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO1I[5]:EN,4210
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO1I[5]:Q,8660
SpiMasterPorts_4/DataFromMiso_1_en_1[17]:A,6798
SpiMasterPorts_4/DataFromMiso_1_en_1[17]:B,6748
SpiMasterPorts_4/DataFromMiso_1_en_1[17]:C,6638
SpiMasterPorts_4/DataFromMiso_1_en_1[17]:D,6472
SpiMasterPorts_4/DataFromMiso_1_en_1[17]:Y,6472
SpiMasterPorts_1/ClkDiv_cry[1]:B,7495
SpiMasterPorts_1/ClkDiv_cry[1]:C,5167
SpiMasterPorts_1/ClkDiv_cry[1]:FCI,5151
SpiMasterPorts_1/ClkDiv_cry[1]:FCO,5151
SpiMasterPorts_1/ClkDiv_cry[1]:S,5214
SpiMasterPorts_7/Sck_i_RNO:A,7623
SpiMasterPorts_7/Sck_i_RNO:B,7580
SpiMasterPorts_7/Sck_i_RNO:C,4351
SpiMasterPorts_7/Sck_i_RNO:D,5467
SpiMasterPorts_7/Sck_i_RNO:Y,4351
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/un1_CUARTlI0l_1_0_m3:A,6856
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/un1_CUARTlI0l_1_0_m3:B,6787
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/un1_CUARTlI0l_1_0_m3:C,6747
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/un1_CUARTlI0l_1_0_m3:Y,6747
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_35:IPB,
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0[2]:A,3510
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0[2]:B,2519
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0[2]:C,2552
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0[2]:D,2385
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0[2]:Y,2385
SpiMasterPorts_5/ClkDiv[2]:ALn,5390
SpiMasterPorts_5/ClkDiv[2]:CLK,3325
SpiMasterPorts_5/ClkDiv[2]:D,5142
SpiMasterPorts_5/ClkDiv[2]:EN,8432
SpiMasterPorts_5/ClkDiv[2]:Q,3325
SpiMasterPorts_2/DataFromMiso_7_5_0_a2:A,3503
SpiMasterPorts_2/DataFromMiso_7_5_0_a2:B,6532
SpiMasterPorts_2/DataFromMiso_7_5_0_a2:Y,3503
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTO10l.CUARTI00l6_0:A,6583
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTO10l.CUARTI00l6_0:B,6686
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTO10l.CUARTI00l6_0:Y,6583
SpiMasterPorts_0/Mosi_i_4_2_i_m2:A,2634
SpiMasterPorts_0/Mosi_i_4_2_i_m2:B,3831
SpiMasterPorts_0/Mosi_i_4_2_i_m2:C,3625
SpiMasterPorts_0/Mosi_i_4_2_i_m2:Y,2634
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_124:IPA,
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_124:IPB,
SpiMasterPorts_0/DataFromMiso_1_en_0_0[0]:A,6759
SpiMasterPorts_0/DataFromMiso_1_en_0_0[0]:B,6708
SpiMasterPorts_0/DataFromMiso_1_en_0_0[0]:C,6563
SpiMasterPorts_0/DataFromMiso_1_en_0_0[0]:D,6555
SpiMasterPorts_0/DataFromMiso_1_en_0_0[0]:Y,6555
SpiMasterPorts_1/DataToMosi_i[18]:ALn,5390
SpiMasterPorts_1/DataToMosi_i[18]:CLK,2842
SpiMasterPorts_1/DataToMosi_i[18]:D,7435
SpiMasterPorts_1/DataToMosi_i[18]:EN,3349
SpiMasterPorts_1/DataToMosi_i[18]:Q,2842
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTll0l[2]:CLK,5727
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTll0l[2]:D,6637
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTll0l[2]:EN,7455
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTll0l[2]:Q,5727
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_18:A,2367
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_18:IPA,2367
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_18:IPB,
test_obuf[7]/U0/U_IOOUTFF:A,
test_obuf[7]/U0/U_IOOUTFF:Y,
SpiMasterPorts_4/DataToMosi_i[13]:ALn,5390
SpiMasterPorts_4/DataToMosi_i[13]:CLK,4522
SpiMasterPorts_4/DataToMosi_i[13]:D,7311
SpiMasterPorts_4/DataToMosi_i[13]:EN,4272
SpiMasterPorts_4/DataToMosi_i[13]:Q,4522
IO_OUTPUTS_inst_0/IO_INPUTS_0/U0_0/U0/U_IOENFF:A,
IO_OUTPUTS_inst_0/IO_INPUTS_0/U0_0/U0/U_IOENFF:Y,
SpiMasterPorts_0/DataFromMiso_1[10]:ALn,5390
SpiMasterPorts_0/DataFromMiso_1[10]:CLK,6851
SpiMasterPorts_0/DataFromMiso_1[10]:D,6427
SpiMasterPorts_0/DataFromMiso_1[10]:EN,6171
SpiMasterPorts_0/DataFromMiso_1[10]:Q,6851
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0Il[8]:CLK,6766
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0Il[8]:D,6496
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0Il[8]:EN,6370
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0Il[8]:Q,6766
SpiMasterPorts_4/Mosi_i_8_iv_1_0:A,6871
SpiMasterPorts_4/Mosi_i_8_iv_1_0:B,5897
SpiMasterPorts_4/Mosi_i_8_iv_1_0:C,4356
SpiMasterPorts_4/Mosi_i_8_iv_1_0:D,4515
SpiMasterPorts_4/Mosi_i_8_iv_1_0:Y,4356
SpiMasterPorts_4/Mosi_i_4_2_i_m2_2_0:A,3081
SpiMasterPorts_4/Mosi_i_4_2_i_m2_2_0:B,3003
SpiMasterPorts_4/Mosi_i_4_2_i_m2_2_0:C,2832
SpiMasterPorts_4/Mosi_i_4_2_i_m2_2_0:D,2652
SpiMasterPorts_4/Mosi_i_4_2_i_m2_2_0:Y,2652
test_obuf[6]/U0/U_IOENFF:A,
test_obuf[6]/U0/U_IOENFF:Y,
SpiMasterPorts_2/DataFromMiso_7_21_0_a2:A,7594
SpiMasterPorts_2/DataFromMiso_7_21_0_a2:B,7502
SpiMasterPorts_2/DataFromMiso_7_21_0_a2:C,7415
SpiMasterPorts_2/DataFromMiso_7_21_0_a2:D,3275
SpiMasterPorts_2/DataFromMiso_7_21_0_a2:Y,3275
SpiMasterPorts_7/DataFromMiso_1[15]:ALn,5390
SpiMasterPorts_7/DataFromMiso_1[15]:CLK,6594
SpiMasterPorts_7/DataFromMiso_1[15]:D,5633
SpiMasterPorts_7/DataFromMiso_1[15]:EN,6210
SpiMasterPorts_7/DataFromMiso_1[15]:Q,6594
SpiMasterPorts_4/ClkDiv_cry[6]:B,7575
SpiMasterPorts_4/ClkDiv_cry[6]:C,5110
SpiMasterPorts_4/ClkDiv_cry[6]:FCI,5047
SpiMasterPorts_4/ClkDiv_cry[6]:FCO,5047
SpiMasterPorts_4/ClkDiv_cry[6]:S,5079
SpiMasterPorts_0/DataFromMiso_1[18]:ALn,5390
SpiMasterPorts_0/DataFromMiso_1[18]:CLK,6770
SpiMasterPorts_0/DataFromMiso_1[18]:D,6478
SpiMasterPorts_0/DataFromMiso_1[18]:EN,6171
SpiMasterPorts_0/DataFromMiso_1[18]:Q,6770
nCsD_obuf/U0/U_IOOUTFF:A,
nCsD_obuf/U0/U_IOOUTFF:Y,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTOl0l_0_sqmuxa_0_o2:A,5559
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTOl0l_0_sqmuxa_0_o2:B,6579
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTIO1/CUARTOl0l_0_sqmuxa_0_o2:Y,5559
SpiMasterPorts_3/DataFromMiso_7_16_0_a2:A,7450
SpiMasterPorts_3/DataFromMiso_7_16_0_a2:B,7459
SpiMasterPorts_3/DataFromMiso_7_16_0_a2:C,4140
SpiMasterPorts_3/DataFromMiso_7_16_0_a2:D,6468
SpiMasterPorts_3/DataFromMiso_7_16_0_a2:Y,4140
SpiMasterPorts_6/DataFromMiso_7_20_0_a2_1:A,5583
SpiMasterPorts_6/DataFromMiso_7_20_0_a2_1:B,6588
SpiMasterPorts_6/DataFromMiso_7_20_0_a2_1:C,4261
SpiMasterPorts_6/DataFromMiso_7_20_0_a2_1:D,5406
SpiMasterPorts_6/DataFromMiso_7_20_0_a2_1:Y,4261
SpiMasterPorts_5/AmbaDataLatched:ALn,5390
SpiMasterPorts_5/AmbaDataLatched:CLK,6538
SpiMasterPorts_5/AmbaDataLatched:EN,4183
SpiMasterPorts_5/AmbaDataLatched:Q,6538
SpiMasterPorts_4/ClkDiv_cry[0]:B,7479
SpiMasterPorts_4/ClkDiv_cry[0]:C,5047
SpiMasterPorts_4/ClkDiv_cry[0]:FCI,5074
SpiMasterPorts_4/ClkDiv_cry[0]:FCO,5047
SpiMasterPorts_4/ClkDiv_cry[0]:S,5126
SpiMasterPorts_3/DataToMosi_i[8]:ALn,5390
SpiMasterPorts_3/DataToMosi_i[8]:CLK,3877
SpiMasterPorts_3/DataToMosi_i[8]:D,7360
SpiMasterPorts_3/DataToMosi_i[8]:EN,4183
SpiMasterPorts_3/DataToMosi_i[8]:Q,3877
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[19]:A,3338
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[19]:B,2515
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[19]:C,3455
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[19]:D,3314
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv[19]:Y,2515
SpiMasterPorts_4/DataFromMiso_1[22]:ALn,5390
SpiMasterPorts_4/DataFromMiso_1[22]:CLK,6637
SpiMasterPorts_4/DataFromMiso_1[22]:D,6500
SpiMasterPorts_4/DataFromMiso_1[22]:EN,6197
SpiMasterPorts_4/DataFromMiso_1[22]:Q,6637
SpiMasterPorts_2/DataFromMiso_7_6_0_a2:A,7586
SpiMasterPorts_2/DataFromMiso_7_6_0_a2:B,7502
SpiMasterPorts_2/DataFromMiso_7_6_0_a2:C,3380
SpiMasterPorts_2/DataFromMiso_7_6_0_a2:Y,3380
SpiMasterPorts_0/un1_rst_set_RNII21M:A,5933
SpiMasterPorts_0/un1_rst_set_RNII21M:B,
SpiMasterPorts_0/un1_rst_set_RNII21M:C,5810
SpiMasterPorts_0/un1_rst_set_RNII21M:Y,5810
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0[2]:A,2609
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0[2]:B,2519
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0[2]:C,5776
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0[2]:D,5673
Ux2FPGA_sb_0/CoreAPB3_0/u_mux_p_to_b3/PRDATA_0_iv_0_0[2]:Y,2519
SpiMasterPorts_2/DataToMosi_i[20]:ALn,5390
SpiMasterPorts_2/DataToMosi_i[20]:CLK,3818
SpiMasterPorts_2/DataToMosi_i[20]:D,7433
SpiMasterPorts_2/DataToMosi_i[20]:EN,3349
SpiMasterPorts_2/DataToMosi_i[20]:Q,3818
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_36:IPA,
SpiMasterPorts_5/DataFromMiso_1_ldmx[4]:A,6484
SpiMasterPorts_5/DataFromMiso_1_ldmx[4]:B,5668
SpiMasterPorts_5/DataFromMiso_1_ldmx[4]:C,
SpiMasterPorts_5/DataFromMiso_1_ldmx[4]:D,7540
SpiMasterPorts_5/DataFromMiso_1_ldmx[4]:Y,5668
SpiMasterPorts_6/DataToMosi_i[9]:ALn,5390
SpiMasterPorts_6/DataToMosi_i[9]:CLK,4645
SpiMasterPorts_6/DataToMosi_i[9]:D,7379
SpiMasterPorts_6/DataToMosi_i[9]:EN,4108
SpiMasterPorts_6/DataToMosi_i[9]:Q,4645
SpiMasterPorts_2/DataFromMiso_7_12_0_a2:A,7542
SpiMasterPorts_2/DataFromMiso_7_12_0_a2:B,7498
SpiMasterPorts_2/DataFromMiso_7_12_0_a2:C,3380
SpiMasterPorts_2/DataFromMiso_7_12_0_a2:Y,3380
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[8]:A,6732
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[8]:B,7710
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[8]:C,6610
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[8]:D,6496
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTO01/CUARTO0ll.CUARTO0Il_11[8]:Y,6496
IO_OUTPUTS_inst_0/IO_INPUTS_0/U0_2/U0/U_IOOUTFF:A,
IO_OUTPUTS_inst_0/IO_INPUTS_0/U0_2/U0/U_IOOUTFF:Y,
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[6]:CLK,5019
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[6]:D,5008
CoreUARTapb_C0_0/CoreUARTapb_C0_0/CUARTlOlI/CUARTOO1/genblk1.CUARTO0[6]:Q,5019
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_32:IPA,
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_32:IPB,
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_230:IPA,
Ux2FPGA_sb_0/Ux2FPGA_sb_MSS_0/MSS_ADLIB_INST/IP_INTERFACE_230:IPB,
